user_id,session_id,event_time,event_type,device_type,traffic_source,region,product_category,order_value
U00043,S00043,2025-02-03 05:37:16,product_view,Desktop,Email,South,Electronics,
U00043,S00043,2025-02-03 06:16:16,add_to_cart,Desktop,Email,South,Electronics,
U00043,S00043,2025-02-03 06:37:16,checkout_start,Desktop,Email,South,Electronics,
U00043,S00043,2025-02-03 06:54:16,purchase,Desktop,Email,South,Electronics,52.38
U00044,S00044,2025-03-08 17:43:46,product_view,Tablet,Organic Search,North,Fashion,
U00045,S00045,2025-02-12 19:20:42,product_view,Desktop,Organic Search,East,Sports,
U00046,S00046,2025-02-21 22:18:35,product_view,Desktop,Paid Search,South,Fashion,
U00046,S00046,2025-02-21 22:45:35,add_to_cart,Desktop,Paid Search,South,Fashion,
U00047,S00047,2025-02-21 17:53:00,product_view,Mobile,Social,North,Home,
U00047,S00047,2025-02-21 18:07:00,add_to_cart,Mobile,Social,North,Home,
U00047,S00047,2025-02-21 18:45:00,checkout_start,Mobile,Social,North,Home,
U00048,S00048,2025-01-22 21:05:18,product_view,Mobile,Paid Search,West,Home,
U00049,S00049,2025-03-28 09:14:51,product_view,Desktop,Paid Search,Central,Beauty,
U00049,S00049,2025-03-28 09:16:51,add_to_cart,Desktop,Paid Search,Central,Beauty,
U00049,S00049,2025-03-28 09:47:51,checkout_start,Desktop,Paid Search,Central,Beauty,
U00050,S00050,2025-03-31 12:31:25,product_view,Desktop,Direct,Central,Home,
U00050,S00050,2025-03-31 13:13:25,add_to_cart,Desktop,Direct,Central,Home,
U00051,S00051,2025-01-29 05:51:44,product_view,Tablet,Email,Central,Beauty,
U00052,S00052,2025-03-01 21:33:35,product_view,Mobile,Organic Search,Central,Fashion,
U00053,S00053,2025-03-06 13:53:58,product_view,Tablet,Email,West,Beauty,
U00054,S00054,2025-02-01 20:17:49,product_view,Tablet,Social,East,Fashion,
U00055,S00055,2025-01-31 08:21:20,product_view,Mobile,Organic Search,East,Beauty,
U00056,S00056,2025-01-28 02:26:26,product_view,Mobile,Organic Search,South,Electronics,
U00056,S00056,2025-01-28 02:56:26,add_to_cart,Mobile,Organic Search,South,Electronics,
U00056,S00056,2025-01-28 03:10:26,checkout_start,Mobile,Organic Search,South,Electronics,
U00057,S00057,2025-03-15 12:30:00,product_view,Mobile,Social,Central,Electronics,
U00058,S00058,2025-03-10 23:47:34,product_view,Mobile,Paid Search,Central,Beauty,
U00059,S00059,2025-02-19 10:42:43,product_view,Tablet,Direct,South,Fashion,
U00060,S00060,2025-03-10 00:58:25,product_view,Desktop,Email,Central,Sports,
U00061,S00061,2025-01-24 01:16:24,product_view,Desktop,Organic Search,East,Sports,
U00061,S00061,2025-01-24 01:46:24,add_to_cart,Desktop,Organic Search,East,Sports,
U00061,S00061,2025-01-24 02:11:24,checkout_start,Desktop,Organic Search,East,Sports,
U00061,S00061,2025-01-24 02:38:24,purchase,Desktop,Organic Search,East,Sports,138.04
U00062,S00062,2025-02-14 07:41:04,product_view,Desktop,Direct,West,Electronics,
U00063,S00063,2025-01-03 19:09:15,product_view,Desktop,Social,Central,Electronics,
U00063,S00063,2025-01-03 19:52:15,add_to_cart,Desktop,Social,Central,Electronics,
U00063,S00063,2025-01-03 20:06:15,checkout_start,Desktop,Social,Central,Electronics,
U00063,S00063,2025-01-03 20:15:15,purchase,Desktop,Social,Central,Electronics,234.73
U00064,S00064,2025-01-21 09:06:37,product_view,Mobile,Direct,West,Electronics,
U00064,S00064,2025-01-21 09:26:37,add_to_cart,Mobile,Direct,West,Electronics,
U00064,S00064,2025-01-21 09:51:37,checkout_start,Mobile,Direct,West,Electronics,
U00064,S00064,2025-01-21 10:14:37,purchase,Mobile,Direct,West,Electronics,75.53
U00065,S00065,2025-02-08 21:38:51,product_view,Desktop,Email,South,Home,
U00065,S00065,2025-02-08 22:15:51,add_to_cart,Desktop,Email,South,Home,
U00066,S00066,2025-02-13 00:54:26,product_view,Mobile,Paid Search,South,Home,
U00067,S00067,2025-01-20 13:11:46,product_view,Mobile,Referral,West,Beauty,
U00068,S00068,2025-03-01 13:52:46,product_view,Desktop,Direct,Central,Beauty,
U00069,S00069,2025-02-27 07:48:29,product_view,Mobile,Organic Search,Central,Fashion,
U00070,S00070,2025-03-04 06:22:51,product_view,Desktop,Paid Search,East,Fashion,
U00070,S00070,2025-03-04 06:40:51,add_to_cart,Desktop,Paid Search,East,Fashion,
U00071,S00071,2025-01-11 07:46:26,product_view,Desktop,Paid Search,North,Sports,
U00072,S00072,2025-01-03 02:18:14,product_view,Desktop,Social,West,Fashion,
U00073,S00073,2025-02-14 13:47:35,product_view,Mobile,Social,South,Home,
U00073,S00073,2025-02-14 14:32:35,add_to_cart,Mobile,Social,South,Home,
U00073,S00073,2025-02-14 14:52:35,checkout_start,Mobile,Social,South,Home,
U00073,S00073,2025-02-14 14:56:35,purchase,Mobile,Social,South,Home,221.96
U00074,S00074,2025-01-25 06:47:30,product_view,Mobile,Social,Central,Home,
U00074,S00074,2025-01-25 07:25:30,add_to_cart,Mobile,Social,Central,Home,
U00075,S00075,2025-01-30 11:11:19,product_view,Desktop,Paid Search,North,Electronics,
U00075,S00075,2025-01-30 11:46:19,add_to_cart,Desktop,Paid Search,North,Electronics,
U00075,S00075,2025-01-30 11:49:19,checkout_start,Desktop,Paid Search,North,Electronics,
U00076,S00076,2025-03-04 03:55:00,product_view,Desktop,Social,North,Sports,
U00077,S00077,2025-03-03 03:52:04,product_view,Mobile,Paid Search,North,Electronics,
U00078,S00078,2025-03-14 09:05:15,product_view,Mobile,Direct,North,Electronics,
U00078,S00078,2025-03-14 09:54:15,add_to_cart,Mobile,Direct,North,Electronics,
U00078,S00078,2025-03-14 10:33:15,checkout_start,Mobile,Direct,North,Electronics,
U00079,S00079,2025-03-17 13:19:36,product_view,Mobile,Direct,East,Fashion,
U00080,S00080,2025-01-28 08:42:05,product_view,Desktop,Social,Central,Electronics,
U00080,S00080,2025-01-28 08:54:05,add_to_cart,Desktop,Social,Central,Electronics,
U00080,S00080,2025-01-28 09:05:05,checkout_start,Desktop,Social,Central,Electronics,
U00080,S00080,2025-01-28 09:20:05,purchase,Desktop,Social,Central,Electronics,213.02
U00081,S00081,2025-02-28 02:43:14,product_view,Mobile,Organic Search,South,Fashion,
U00082,S00082,2025-02-24 03:34:14,product_view,Desktop,Direct,West,Sports,
U00083,S00083,2025-02-09 19:47:52,product_view,Tablet,Email,North,Electronics,
U00084,S00084,2025-02-04 16:34:31,product_view,Mobile,Organic Search,West,Home,
U00085,S00085,2025-01-04 02:14:43,product_view,Desktop,Email,West,Home,
U00086,S00086,2025-02-04 18:02:48,product_view,Desktop,Referral,Central,Home,
U00087,S00087,2025-03-16 13:40:52,product_view,Mobile,Social,Central,Electronics,
U00088,S00088,2025-01-21 10:26:44,product_view,Mobile,Paid Search,South,Home,
U00089,S00089,2025-01-12 10:16:20,product_view,Desktop,Paid Search,West,Electronics,
U00089,S00089,2025-01-12 11:06:20,add_to_cart,Desktop,Paid Search,West,Electronics,
U00089,S00089,2025-01-12 11:39:20,checkout_start,Desktop,Paid Search,West,Electronics,
U00090,S00090,2025-03-08 11:39:48,product_view,Mobile,Email,East,Electronics,
U00091,S00091,2025-02-06 14:56:44,product_view,Mobile,Organic Search,South,Electronics,
U00092,S00092,2025-02-09 17:00:35,product_view,Mobile,Direct,West,Beauty,
U00093,S00093,2025-03-24 04:31:59,product_view,Mobile,Email,North,Sports,
U00094,S00094,2025-02-01 14:35:09,product_view,Desktop,Paid Search,Central,Sports,
U00095,S00095,2025-02-05 13:21:59,product_view,Tablet,Direct,Central,Sports,
U00096,S00096,2025-03-16 21:31:55,product_view,Mobile,Organic Search,West,Beauty,
U00096,S00096,2025-03-16 22:06:55,add_to_cart,Mobile,Organic Search,West,Beauty,
U00096,S00096,2025-03-16 22:28:55,checkout_start,Mobile,Organic Search,West,Beauty,
U00097,S00097,2025-03-31 07:36:24,product_view,Desktop,Direct,South,Electronics,
U00097,S00097,2025-03-31 08:26:24,add_to_cart,Desktop,Direct,South,Electronics,
U00097,S00097,2025-03-31 08:47:24,checkout_start,Desktop,Direct,South,Electronics,
U00098,S00098,2025-03-25 04:31:02,product_view,Desktop,Email,South,Home,
U00098,S00098,2025-03-25 05:09:02,add_to_cart,Desktop,Email,South,Home,
U00098,S00098,2025-03-25 05:16:02,checkout_start,Desktop,Email,South,Home,
U00099,S00099,2025-02-22 20:09:04,product_view,Mobile,Direct,East,Beauty,
U00100,S00100,2025-02-12 21:54:34,product_view,Tablet,Paid Search,West,Home,
U00101,S00101,2025-01-05 19:04:15,product_view,Mobile,Social,West,Sports,
U00102,S00102,2025-01-13 20:45:55,product_view,Tablet,Referral,West,Fashion,
U00102,S00102,2025-01-13 20:56:55,add_to_cart,Tablet,Referral,West,Fashion,
U00103,S00103,2025-02-17 13:09:15,product_view,Tablet,Organic Search,West,Fashion,
U00104,S00104,2025-02-18 19:43:15,product_view,Desktop,Social,North,Electronics,
U00105,S00105,2025-03-27 00:57:51,product_view,Desktop,Organic Search,West,Fashion,
U00106,S00106,2025-03-17 09:40:27,product_view,Mobile,Direct,North,Sports,
U00107,S00107,2025-01-14 07:24:36,product_view,Mobile,Paid Search,Central,Sports,
U00107,S00107,2025-01-14 07:43:36,add_to_cart,Mobile,Paid Search,Central,Sports,
U00108,S00108,2025-03-14 21:49:47,product_view,Mobile,Referral,West,Fashion,
U00109,S00109,2025-01-30 19:51:22,product_view,Tablet,Social,Central,Sports,
U00109,S00109,2025-01-30 20:04:22,add_to_cart,Tablet,Social,Central,Sports,
U00110,S00110,2025-03-22 03:57:40,product_view,Desktop,Social,West,Beauty,
U00111,S00111,2025-01-12 09:20:47,product_view,Mobile,Paid Search,East,Beauty,
U00112,S00112,2025-03-06 08:53:10,product_view,Mobile,Social,Central,Fashion,
U00112,S00112,2025-03-06 09:46:10,add_to_cart,Mobile,Social,Central,Fashion,
U00113,S00113,2025-03-01 02:09:48,product_view,Tablet,Paid Search,Central,Beauty,
U00114,S00114,2025-03-13 11:05:50,product_view,Tablet,Social,Central,Sports,
U00115,S00115,2025-02-03 18:24:52,product_view,Mobile,Organic Search,South,Beauty,
U00116,S00116,2025-03-13 10:58:39,product_view,Mobile,Social,East,Home,
U00116,S00116,2025-03-13 11:03:39,add_to_cart,Mobile,Social,East,Home,
U00117,S00117,2025-01-06 01:19:31,product_view,Mobile,Social,West,Electronics,
U00117,S00117,2025-01-06 01:35:31,add_to_cart,Mobile,Social,West,Electronics,
U00118,S00118,2025-03-11 13:37:47,product_view,Mobile,Direct,West,Beauty,
U00119,S00119,2025-02-05 01:44:23,product_view,Tablet,Social,Central,Home,
U00119,S00119,2025-02-05 02:13:23,add_to_cart,Tablet,Social,Central,Home,
U00120,S00120,2025-03-24 11:03:25,product_view,Tablet,Organic Search,West,Home,
U00120,S00120,2025-03-24 11:11:25,add_to_cart,Tablet,Organic Search,West,Home,
U00121,S00121,2025-01-03 01:50:21,product_view,Desktop,Organic Search,South,Home,
U00121,S00121,2025-01-03 01:59:21,add_to_cart,Desktop,Organic Search,South,Home,
U00122,S00122,2025-01-30 10:49:09,product_view,Mobile,Email,East,Home,
U00123,S00123,2025-03-11 08:51:11,product_view,Desktop,Paid Search,Central,Sports,
U00123,S00123,2025-03-11 09:47:11,add_to_cart,Desktop,Paid Search,Central,Sports,
U00123,S00123,2025-03-11 09:48:11,checkout_start,Desktop,Paid Search,Central,Sports,
U00123,S00123,2025-03-11 10:14:11,purchase,Desktop,Paid Search,Central,Sports,86.62
U00124,S00124,2025-03-09 03:47:04,product_view,Mobile,Organic Search,North,Beauty,
U00125,S00125,2025-03-20 01:46:50,product_view,Desktop,Direct,North,Home,
U00126,S00126,2025-03-03 12:27:43,product_view,Desktop,Paid Search,West,Electronics,
U00126,S00126,2025-03-03 13:13:43,add_to_cart,Desktop,Paid Search,West,Electronics,
U00127,S00127,2025-02-05 19:40:37,product_view,Mobile,Organic Search,West,Electronics,
U00128,S00128,2025-03-19 13:06:50,product_view,Mobile,Referral,East,Fashion,
U00129,S00129,2025-01-28 13:28:56,product_view,Tablet,Social,West,Beauty,
U00129,S00129,2025-01-28 13:50:56,add_to_cart,Tablet,Social,West,Beauty,
U00130,S00130,2025-02-02 11:09:43,product_view,Mobile,Social,South,Fashion,
U00131,S00131,2025-02-17 04:35:03,product_view,Mobile,Email,North,Electronics,
U00132,S00132,2025-03-27 13:55:58,product_view,Desktop,Paid Search,North,Fashion,
U00133,S00133,2025-01-28 04:42:30,product_view,Tablet,Direct,South,Home,
U00133,S00133,2025-01-28 04:49:30,add_to_cart,Tablet,Direct,South,Home,
U00133,S00133,2025-01-28 05:25:30,checkout_start,Tablet,Direct,South,Home,
U00133,S00133,2025-01-28 05:50:30,purchase,Tablet,Direct,South,Home,98.0
U00134,S00134,2025-03-21 19:43:41,product_view,Mobile,Paid Search,East,Beauty,
U00135,S00135,2025-02-04 22:48:19,product_view,Desktop,Social,West,Electronics,
U00136,S00136,2025-01-09 04:47:40,product_view,Mobile,Organic Search,North,Home,
U00137,S00137,2025-01-21 11:19:46,product_view,Mobile,Direct,South,Fashion,
U00137,S00137,2025-01-21 11:56:46,add_to_cart,Mobile,Direct,South,Fashion,
U00138,S00138,2025-01-11 08:28:42,product_view,Tablet,Organic Search,West,Electronics,
U00139,S00139,2025-02-14 13:07:18,product_view,Desktop,Paid Search,South,Home,
U00140,S00140,2025-03-18 01:00:13,product_view,Desktop,Direct,South,Electronics,
U00140,S00140,2025-03-18 01:14:13,add_to_cart,Desktop,Direct,South,Electronics,
U00141,S00141,2025-02-25 05:08:24,product_view,Desktop,Paid Search,North,Fashion,
U00142,S00142,2025-02-20 23:02:27,product_view,Mobile,Direct,West,Fashion,
U00142,S00142,2025-02-21 00:01:27,add_to_cart,Mobile,Direct,West,Fashion,
U00142,S00142,2025-02-21 00:22:27,checkout_start,Mobile,Direct,West,Fashion,
U00143,S00143,2025-01-03 10:10:51,product_view,Desktop,Social,East,Electronics,
U00144,S00144,2025-01-14 07:27:37,product_view,Mobile,Social,South,Fashion,
U00145,S00145,2025-01-22 02:32:40,product_view,Mobile,Email,West,Electronics,
U00145,S00145,2025-01-22 03:05:40,add_to_cart,Mobile,Email,West,Electronics,
U00145,S00145,2025-01-22 03:28:40,checkout_start,Mobile,Email,West,Electronics,
U00145,S00145,2025-01-22 03:55:40,purchase,Mobile,Email,West,Electronics,200.72
U00146,S00146,2025-01-20 20:04:11,product_view,Mobile,Organic Search,South,Electronics,
U00147,S00147,2025-03-29 18:41:40,product_view,Desktop,Direct,East,Home,
U00148,S00148,2025-03-02 14:40:19,product_view,Mobile,Referral,South,Fashion,
U00149,S00149,2025-01-05 01:23:53,product_view,Desktop,Paid Search,North,Fashion,
U00149,S00149,2025-01-05 02:05:53,add_to_cart,Desktop,Paid Search,North,Fashion,
U00150,S00150,2025-03-12 23:57:02,product_view,Tablet,Direct,East,Fashion,
U00151,S00151,2025-01-20 01:28:06,product_view,Desktop,Social,South,Fashion,
U00152,S00152,2025-01-06 07:45:28,product_view,Desktop,Referral,North,Home,
U00153,S00153,2025-02-19 13:49:21,product_view,Desktop,Direct,South,Sports,
U00154,S00154,2025-03-13 21:24:18,product_view,Mobile,Direct,South,Fashion,
U00154,S00154,2025-03-13 22:19:18,add_to_cart,Mobile,Direct,South,Fashion,
U00155,S00155,2025-01-19 11:19:41,product_view,Tablet,Email,South,Home,
U00156,S00156,2025-02-18 20:50:21,product_view,Mobile,Direct,Central,Fashion,
U00157,S00157,2025-03-09 02:41:42,product_view,Desktop,Email,West,Home,
U00158,S00158,2025-03-04 06:14:08,product_view,Mobile,Paid Search,North,Electronics,
U00158,S00158,2025-03-04 06:33:08,add_to_cart,Mobile,Paid Search,North,Electronics,
U00159,S00159,2025-01-05 21:21:56,product_view,Mobile,Social,Central,Sports,
U00160,S00160,2025-03-21 05:46:28,product_view,Mobile,Paid Search,North,Beauty,
U00160,S00160,2025-03-21 06:10:28,add_to_cart,Mobile,Paid Search,North,Beauty,
U00161,S00161,2025-02-27 07:34:15,product_view,Mobile,Paid Search,South,Beauty,
U00161,S00161,2025-02-27 08:26:15,add_to_cart,Mobile,Paid Search,South,Beauty,
U00162,S00162,2025-02-26 14:49:18,product_view,Tablet,Organic Search,West,Home,
U00163,S00163,2025-03-19 04:55:16,product_view,Desktop,Paid Search,North,Electronics,
U00163,S00163,2025-03-19 05:26:16,add_to_cart,Desktop,Paid Search,North,Electronics,
U00164,S00164,2025-02-06 02:48:10,product_view,Desktop,Organic Search,Central,Sports,
U00164,S00164,2025-02-06 03:46:10,add_to_cart,Desktop,Organic Search,Central,Sports,
U00164,S00164,2025-02-06 04:14:10,checkout_start,Desktop,Organic Search,Central,Sports,
U00164,S00164,2025-02-06 04:44:10,purchase,Desktop,Organic Search,Central,Sports,82.17
U00165,S00165,2025-03-06 11:15:24,product_view,Mobile,Paid Search,North,Electronics,
U00166,S00166,2025-03-25 10:50:09,product_view,Mobile,Organic Search,Central,Beauty,
U00166,S00166,2025-03-25 11:09:09,add_to_cart,Mobile,Organic Search,Central,Beauty,
U00167,S00167,2025-03-20 00:57:05,product_view,Mobile,Email,West,Fashion,
U00167,S00167,2025-03-20 01:11:05,add_to_cart,Mobile,Email,West,Fashion,
U00168,S00168,2025-02-06 07:19:07,product_view,Desktop,Social,East,Electronics,
U00168,S00168,2025-02-06 07:46:07,add_to_cart,Desktop,Social,East,Electronics,
U00168,S00168,2025-02-06 08:26:07,checkout_start,Desktop,Social,East,Electronics,
U00168,S00168,2025-02-06 08:30:07,purchase,Desktop,Social,East,Electronics,254.27
U00169,S00169,2025-01-19 09:27:00,product_view,Mobile,Direct,West,Home,
U00170,S00170,2025-02-16 02:33:34,product_view,Mobile,Paid Search,West,Electronics,
U00171,S00171,2025-03-23 12:23:16,product_view,Tablet,Direct,South,Fashion,
U00172,S00172,2025-01-14 18:47:48,product_view,Mobile,Organic Search,South,Home,
U00172,S00172,2025-01-14 18:50:48,add_to_cart,Mobile,Organic Search,South,Home,
U00172,S00172,2025-01-14 19:12:48,checkout_start,Mobile,Organic Search,South,Home,
U00173,S00173,2025-03-22 05:51:08,product_view,Mobile,Social,East,Home,
U00173,S00173,2025-03-22 06:41:08,add_to_cart,Mobile,Social,East,Home,
U00174,S00174,2025-02-10 09:32:25,product_view,Mobile,Organic Search,West,Sports,
U00175,S00175,2025-02-15 01:55:41,product_view,Desktop,Paid Search,West,Electronics,
U00175,S00175,2025-02-15 02:03:41,add_to_cart,Desktop,Paid Search,West,Electronics,
U00176,S00176,2025-02-13 05:31:44,product_view,Mobile,Paid Search,East,Sports,
U00177,S00177,2025-01-11 13:38:52,product_view,Tablet,Direct,Central,Beauty,
U00177,S00177,2025-01-11 13:57:52,add_to_cart,Tablet,Direct,Central,Beauty,
U00177,S00177,2025-01-11 14:03:52,checkout_start,Tablet,Direct,Central,Beauty,
U00177,S00177,2025-01-11 14:13:52,purchase,Tablet,Direct,Central,Beauty,105.82
U00178,S00178,2025-01-06 23:55:58,product_view,Desktop,Paid Search,West,Fashion,
U00179,S00179,2025-01-10 21:40:25,product_view,Tablet,Paid Search,Central,Sports,
U00180,S00180,2025-03-19 21:50:28,product_view,Desktop,Social,Central,Electronics,
U00180,S00180,2025-03-19 21:55:28,add_to_cart,Desktop,Social,Central,Electronics,
U00180,S00180,2025-03-19 22:37:28,checkout_start,Desktop,Social,Central,Electronics,
U00180,S00180,2025-03-19 22:50:28,purchase,Desktop,Social,Central,Electronics,285.85
U00181,S00181,2025-02-26 02:36:08,product_view,Mobile,Organic Search,East,Fashion,
U00182,S00182,2025-01-24 15:33:24,product_view,Mobile,Direct,South,Electronics,
U00183,S00183,2025-03-20 09:44:58,product_view,Mobile,Social,West,Electronics,
U00184,S00184,2025-02-26 02:51:43,product_view,Mobile,Organic Search,North,Electronics,
U00185,S00185,2025-02-07 09:54:10,product_view,Tablet,Social,West,Home,
U00186,S00186,2025-01-16 06:50:08,product_view,Tablet,Direct,West,Home,
U00186,S00186,2025-01-16 07:22:08,add_to_cart,Tablet,Direct,West,Home,
U00186,S00186,2025-01-16 07:58:08,checkout_start,Tablet,Direct,West,Home,
U00187,S00187,2025-01-09 09:25:45,product_view,Mobile,Referral,North,Sports,
U00188,S00188,2025-02-10 20:04:28,product_view,Desktop,Social,Central,Electronics,
U00189,S00189,2025-03-17 05:49:08,product_view,Desktop,Organic Search,Central,Home,
U00190,S00190,2025-01-22 05:20:59,product_view,Tablet,Organic Search,North,Electronics,
U00191,S00191,2025-02-02 06:40:35,product_view,Mobile,Referral,Central,Beauty,
U00191,S00191,2025-02-02 07:21:35,add_to_cart,Mobile,Referral,Central,Beauty,
U00191,S00191,2025-02-02 07:56:35,checkout_start,Mobile,Referral,Central,Beauty,
U00191,S00191,2025-02-02 08:17:35,purchase,Mobile,Referral,Central,Beauty,67.22
U00192,S00192,2025-03-19 10:53:59,product_view,Tablet,Organic Search,West,Beauty,
U00193,S00193,2025-03-15 08:41:13,product_view,Desktop,Organic Search,North,Home,
U00194,S00194,2025-02-07 20:19:30,product_view,Mobile,Direct,East,Home,
U00194,S00194,2025-02-07 21:11:30,add_to_cart,Mobile,Direct,East,Home,
U00195,S00195,2025-03-03 14:13:21,product_view,Mobile,Organic Search,North,Fashion,
U00196,S00196,2025-02-21 04:48:23,product_view,Mobile,Social,West,Sports,
U00197,S00197,2025-01-19 03:03:18,product_view,Mobile,Organic Search,North,Fashion,
U00198,S00198,2025-02-11 18:46:20,product_view,Tablet,Paid Search,Central,Sports,
U00198,S00198,2025-02-11 18:57:20,add_to_cart,Tablet,Paid Search,Central,Sports,
U00198,S00198,2025-02-11 19:30:20,checkout_start,Tablet,Paid Search,Central,Sports,
U00199,S00199,2025-02-28 07:13:37,product_view,Tablet,Direct,North,Fashion,
U00199,S00199,2025-02-28 07:17:37,add_to_cart,Tablet,Direct,North,Fashion,
U00199,S00199,2025-02-28 07:56:37,checkout_start,Tablet,Direct,North,Fashion,
U00200,S00200,2025-02-25 04:56:16,product_view,Desktop,Direct,East,Beauty,
U00201,S00201,2025-01-25 11:35:18,product_view,Desktop,Paid Search,East,Home,
U00201,S00201,2025-01-25 12:08:18,add_to_cart,Desktop,Paid Search,East,Home,
U00201,S00201,2025-01-25 12:44:18,checkout_start,Desktop,Paid Search,East,Home,
